survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
LTU201016,440201016,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402010,LTU2010,2010,74,6,Northern Europe,1017,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200713,440200713,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402007,LTU2007,2007,67,3,Northern Europe,1018,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200812,440200812,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402008,LTU2008,2008,69,2,Northern Europe,1021,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU1992381,4401992381,NSCS,New Soviet Citizen Surveys,Lithuania,LTU,Lithuania,4401992,LTU1992,1992,1,1,Northern Europe,500,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,New Soviet Citizen Surveys,,NSCS,1992,Member country after program founding,Lithuania
LTU199720021,440199720021,CSES,Comparative Study of Electoral Systems,Lithuania,LTU,Lithuania,4401997,LTU1997,1997,1,1,Northern Europe,1009,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Political survey,,,0,1,Comparative Study of Electoral Systems,,CSES,2002,Member country after program founding,Lithuania
LTU200513,440200513,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402005,LTU2005,2005,64,3,Northern Europe,1011,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2009111,4402009111,GWP,Gallup World Poll,Lithuania,LTU,Lithuania,4402009,LTU2009,2009,4,1,Northern Europe,500,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,Lithuanian,,,private,1,,,1.46,5.3,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Lithuania
LTU1995141,4401995141,CEEB,Central & Eastern Eurobarometer,Lithuania,LTU,Lithuania,4401995,LTU1995,1995,6,1,Northern Europe,1003,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Lithuania
LTU201013,440201013,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402010,LTU2010,2010,74,3,Northern Europe,1026,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201212,440201212,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,77,2,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200618,440200618,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402006,LTU2006,2006,65,8,Northern Europe,1004,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200712,440200712,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402007,LTU2007,2007,68,2,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU1996141,4401996141,CEEB,Central & Eastern Eurobarometer,Lithuania,LTU,Lithuania,4401996,LTU1996,1996,7,1,Northern Europe,1012,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Lithuania
LTU201316,440201316,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,79,6,Northern Europe,1015,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200714,440200714,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402007,LTU2007,2007,68,4,Northern Europe,1018,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200516,440200516,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402005,LTU2005,2005,63,6,Northern Europe,1002,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201213,440201213,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,77,3,Northern Europe,1021,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200211,440200211,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402002,LTU2002,2002,81,1,Northern Europe,1023,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200412,440200412,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402004,LTU2004,2004,62,2,Northern Europe,1004,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201241,440201241,ISSP,International Social Survey,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,28,1,Northern Europe,1187,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Family and Changing Gender Roles IV,,,,,public,1,,,,,,Monitoring of Social Problems,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Lithuania
LTU200220051,440200220051,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402002,LTU2002,2002,2,1,Northern Europe,1008,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU201371,440201371,VOTP,Voice of the People,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,10,1,Northern Europe,1007,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,,,,public,1,37,15-74,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Lithuania
LTU200916,440200916,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402009,LTU2009,2009,72,6,Northern Europe,1027,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2008111,4402008111,GWP,Gallup World Poll,Lithuania,LTU,Lithuania,4402008,LTU2008,2008,3,1,Northern Europe,506,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,Lithuanian,,,private,1,,,1.37,5.1,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Lithuania
LTU1997141,4401997141,CEEB,Central & Eastern Eurobarometer,Lithuania,LTU,Lithuania,4401997,LTU1997,1997,8,1,Northern Europe,1013,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Lithuania
LTU1990141,4401990141,CEEB,Central & Eastern Eurobarometer,Lithuania,LTU,Lithuania,4401990,LTU1990,1990,1,1,Northern Europe,32,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Lithuania
LTU200821,440200821,EVS,European Values Study,Lithuania,LTU,Lithuania,4402008,LTU2008,2008,4,1,Northern Europe,1500,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,yes,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,National / Integration / Cumulation,EVS,1981,Member country after program founding,Lithuania
LTU201115,440201115,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402011,LTU2011,2011,76,5,Northern Europe,1014,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200220052,440200220052,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402002,LTU2002,2002,3,2,Northern Europe,1020,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU2012111,4402012111,GWP,Gallup World Poll,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,7,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,Lithuanian,,,private,1,,,1.37,3.6,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Lithuania
LTU201216,440201216,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,78,6,Northern Europe,1011,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200515,440200515,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402005,LTU2005,2005,63,5,Northern Europe,1003,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201315,440201315,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,80,5,Northern Europe,1023,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2007111,4402007111,GWP,Gallup World Poll,Lithuania,LTU,Lithuania,4402007,LTU2007,2007,2,1,Northern Europe,1007,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,Lithuanian,,,private,1,,,1.05,3.2,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Lithuania
LTU1994141,4401994141,CEEB,Central & Eastern Eurobarometer,Lithuania,LTU,Lithuania,4401994,LTU1994,1994,5,1,Northern Europe,1008,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Lithuania
LTU200220053,440200220053,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402002,LTU2002,2002,1,3,Northern Europe,1015,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU200913,440200913,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402009,LTU2009,2009,72,3,Northern Europe,1023,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2012101,4402012101,ESS,European Social Survey,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,6,1,Northern Europe,2109,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,21.05.13-25.08.13,,public,1,,,,,,,49.6,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Lithuania
LTU200320051,440200320051,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402003,LTU2003,2003,3,1,Northern Europe,1004,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU200320055,440200320055,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402003,LTU2003,2003,1,5,Northern Europe,1017,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU201141,440201141,ISSP,International Social Survey,Lithuania,LTU,Lithuania,4402011,LTU2011,2011,27,1,Northern Europe,1187,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Health and Health Care I,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Lithuania
LTU200911,440200911,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402009,LTU2009,2009,72,1,Northern Europe,1023,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU199021,440199021,EVS,European Values Study,Lithuania,LTU,Lithuania,4401990,LTU1990,1990,2,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,no,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,Integration / Cumulation,EVS,1981,Member country after program founding,Lithuania
LTU201311,440201311,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,79,1,Northern Europe,1023,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
